@relation os_identification

@attribute os_class string
@attribute os_name string
@attribute features string

@data
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=FA-108%GCD=1-6%ISR=F8-110%TI=I%CI=RD|RI%II=I%SS=S%TS=7)|OPS(O1=NNT11M564NW0NNS%O2=NNT11M564NW0NNS%O3=NNT11M564NW0%O4=NNT11M564NW0NNS%O5=NNT11M564NW0NNS%O6=NNT11M564NNS)|WIN(W1=C060%W2=C060%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=C210%O=M564NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=21-38%TG=40%W=80%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T3(R=Y%DF=N%T=25-3C%TG=40%W=100%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T4(R=Y%DF=Y%T=29-3E%TG=40%W=400%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=O%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=1F-3D%TG=20|40%W=8000%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T7(R=Y%DF=N%T=28-3E%TG=40%W=FFFF%S=A%A=S%F=AR%O=WFNM109T10S%RD=0%Q=)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=94-9E%GCD=1-6%ISR=9F-A9%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B0NW0NNS%O2=NNT11M5B0NW0NNS%O3=NNT11M5B0NW0%O4=NNT11M5B0NW0NNS%O5=NNT11M5B0NW0NNS%O6=NNT11M5B0NNS)|WIN(W1=C56C%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=38-42%TG=40%W=C160%O=M5B0NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=38-42%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=Y%DF=Y%T=3C-46%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=N)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=FD-10B%GCD=1-6%ISR=108-112%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW3NNS%O2=NNT11M5B4NW3NNS%O3=NNT11M5B4NW3%O4=NNT11M5B4NW3NNS%O5=NNT11M5B4NW3NNS%O6=NNT11M5B4NNS)|WIN(W1=80AE%W2=8017%W3=802D%W4=802F%W5=802F%W6=FFF7)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=8052%O=M5B4NW3NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=FE-108%GCD=1-6%ISR=107-111%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW1NNS%O2=NNT11M5B4NW1NNS%O3=NNT11M5B4NW1%O4=NNT11M5B4NW1NNS%O5=NNT11M5B4NW1NNS%O6=NNT11M5B4NNS)|WIN(W1=8218%W2=8220%W3=80CA%W4=80F4%W5=80F4%W6=FFF7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=8052%O=M5B4NW1NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=FE-108%GCD=1-6%ISR=102-10C%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M564NW0NNS%O2=NNT11M564NW0NNS%O3=NNT11M564NW0%O4=NNT11M564NW0NNS%O5=NNT11M564NW0NNS%O6=NNT11M564NNS)|WIN(W1=C060%W2=C060%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=C210%O=M564NW0NNS%CC=Y)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=O%A=S+%F=AR%RD=0)|T6(R=N)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=91-9B%GCD=1-6%ISR=9E-A8%TI=I%TS=7)|OPS(O1=NNT11|NNT11M5B4NW0NNS%O2=NNT11|NNT11M5B4NW0NNS%O3=NNT11|NNT11M5B4NW0%O4=NNT11|NNT11M5B4NW0NNS%O5=NNT11|NNT11M5B4NW0NNS%O6=NNT11|NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=5B-65%TG=80%W=C1E8%O=|M5B4NW0NNS%CC=N|Y%Q=)|T1(R=Y%DF=Y%T=5B-65%TG=80%S=O%A=O|S+%F=A|AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=5F-69%TG=80%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=5F-69%TG=80%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=5F-69%TG=80%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=250-25A%TG=FF%IPL=70%UN=0%RIPL=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=250-25A%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=94-9E%GCD=1-6%ISR=9E-A8%TI=I|RD%CI=I%II=I%SS=O|S%TS=7|9)|OPS(O1=NNT11M514NW0NNS%O2=NNT11M514NW0NNS%O3=NNT11M514NW0%O4=NNT11M514NW0NNS%O5=NNT11M514NW0NNS%O6=NNT11M514NNS)|WIN(W1=C438%W2=C438%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=C0F8%O=M514NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=94-9E%GCD=1-6%ISR=A1-AB%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M556NW0NNS%O2=NNT11M556NW0NNS%O3=NNT11M556NW0%O4=NNT11M556NW0NNS%O5=NNT11M556NW0NNS%O6=NNT11M556NNS)|WIN(W1=C3B2%W2=C3B2%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=C018%O=M556NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=92-9C%GCD=1-6%ISR=A0-AA%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M538NW0NNS%O2=NNT11M538NW0NNS%O3=NNT11M538NW0%O4=NNT11M538NW0NNS%O5=NNT11M538NW0NNS%O6=NNT11M538NNS)|WIN(W1=C488%W2=C488%W3=C1CC%W4=C050%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=C118%O=M538NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=F3-10B%GCD=1-6%ISR=107-111%TI=I%TS=A)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C1E8%O=M5B4NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=O|S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=8F-A3%GCD=1-6%ISR=9E-A8%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M564NW0NNS%O2=NNT11M564NW0NNS%O3=NNT11M564NW0%O4=NNT11M564NW0NNS%O5=NNT11M564NW0NNS%O6=NNT11M564NNS)|WIN(W1=C060%W2=C060%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C210%O=M564NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=23-33%TG=40%W=80%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T3(R=Y%DF=N%T=22-40%TG=40%W=100%S=A%A=S+%F=AR%O=WANM109T10S%RD=0%Q=)|T4(R=Y%DF=Y%T=27-3D%TG=40%W=400%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=23-3F%TG=40%W=8000%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T7(R=Y%DF=N%T=23-40%TG=40%W=FFFF%S=A%A=S+%F=AR%O=WFNM109T10S%RD=0%Q=)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=2F22%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=100-10A%GCD=1-6%ISR=103-10D%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M564NW0NNS%O2=NNT11M564NW0NNS%O3=NNT11M564NW0%O4=NNT11M564NW0NNS%O5=NNT11M564NW0NNS%O6=NNT11M564NNS)|WIN(W1=C060%W2=C060%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C210%O=M564NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=O|S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=22-30%TG=40%W=80%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T3(R=Y%DF=N%T=22-39%TG=40%W=100%S=A%A=S+%F=AR%O=WANM109T10S%RD=0%Q=)|T4(R=Y%DF=Y%T=1F-3B%TG=20|40%W=400%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=1F-2C|30-3D%TG=20|40%W=8000%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T7(R=Y%DF=N%T=1F-30|34-3E%TG=20|40%W=FFFF%S=A%A=S+%F=AR%O=WFNM109T10S%RD=0%Q=)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=92-A0%GCD=1-6%ISR=9E-A8%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C1E8%O=M5B4NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=1F-3C%TG=20|40%W=80%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T3(R=Y%DF=N%T=1F-36%TG=20|40%W=100%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T4(R=Y%DF=Y%T=27-3A%TG=40%W=400%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=1F-38%TG=20|40%W=8000%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T7(R=Y%DF=N%T=1F-2A|2D-3C%TG=20|40%W=FFFF%S=A%A=S%F=AR%O=WFNM109T10S%RD=0%Q=)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=8B-95%GCD=1-6%ISR=9F-A9%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C1E8%O=M5B4NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=N)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=370F%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=83-A3%GCD=1-6%ISR=9D-A7%TI=I%TS=7)|OPS(O1=NNT11M564NW0NNS%O2=NNT11M564NW0NNS%O3=NNT11M564NW0%O4=NNT11M564NW0NNS%O5=NNT11M564NW0NNS%O6=NNT11M564NNS)|WIN(W1=C060%W2=C060%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C210%O=M564NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=22-41%TG=40%W=80%S=A|O%A=O|S%F=AR%O=WANM109T10S%RD=0%Q=)|T3(R=Y%DF=Y%T=22-40%TG=40%W=100%S=A|O%A=O|S+%F=AR%O=WANM109T10S%RD=0%Q=)|T4(R=Y%DF=Y%T=27-3E%TG=40%W=400%S=A|O%A=O|S%F=AR%O=WANM109T10S%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=O|S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=26-41%TG=40%W=8000%S=A|O%A=O|S%F=AR%O=WANM109T10S%RD=0%Q=)|T7(R=Y%DF=Y%T=2B-3E%TG=40%W=FFFF%S=A|O%A=O|S+%F=AR%O=WFNM109T10S%RD=0%Q=)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 11 | general purpose','general purpose','SEQ(SP=8A-D6%GCD=1-6%ISR=9D-FD%TI=I%CI=I|RI%TS=7|A)|OPS(O1=ST11M5B4NW5%O2=ST11M5B4NW5%O3=NNT11M5B4NW5%O4=ST11M5B4NW5%O5=ST11M5B4NW5%O6=ST11M5B4)|WIN(W1=8026%W2=8017%W3=8005%W4=800E%W5=800E%W6=FFF7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=8024%O=M5B4NNSNW5%CC=Y%Q=)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=37-41%TG=40%W=8003%S=O%A=S+%F=AS%O=ST11M5B4NW5%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 11 | general purpose','general purpose','SEQ(SP=8A-D6%GCD=1-6%ISR=9D-FD%TI=I%CI=RI%TS=7|A)|OPS(O1=ST11M5B4NW1%O2=ST11M5B4NW1%O3=NNT11M5B4NW1%O4=ST11M5B4NW1%O5=ST11M5B4NW1%O6=ST11M5B4)|WIN(W1=FBB4%W2=FC1E%W3=FA38%W4=FABE%W5=FABE%W6=FFF7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=FAF0%O=M5B4NNSNW1%CC=Y%Q=)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=37-41%TG=40%W=FA09%S=O%A=S+%F=AS%O=ST11M5B4NW1%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 11 | general purpose','general purpose','SEQ(SP=96-A0%GCD=1-6%ISR=9D-A7%TI=I|RD%TS=7|8)|OPS(O1=ST11M5B4NW1%O2=ST11M5B4NW1%O3=NNT11M5B4NW1%O4=ST11M5B4NW1%O5=ST11M5B4NW1%O6=ST11M5B4)|WIN(W1=FBB4%W2=FC1E%W3=FA38%W4=FABE%W5=FABE%W6=FFF7)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=FAF0%O=M5B4NNSNW1%CC=Y)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=O|S+%F=AS%RD=0)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=FA09%S=O%A=O|S+%F=AS%O=ST11M5B4NW1%RD=0)|T4(R=N)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%RD=0)|T6(R=N)|T7(R=N)|U1(DF=N%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 11 | general purpose','general purpose','SEQ(SP=FD-109%GCD=1-6%ISR=101-111%TI=I%CI=RD%II=I%SS=S%TS=7)|OPS(O1=ST11M564NW1%O2=ST11M564NW1%O3=NNT11M564NW1%O4=ST11M564NW1%O5=ST11M564NW1%O6=ST11M564)|WIN(W1=FB28%W2=FB28%W3=FA38%W4=FABE%W5=FABE%W6=FFF7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=FAAA%O=M564NNSNW1%CC=Y)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0)|T2(R=Y%DF=Y%T=24-3F%TG=40%W=80%S=A%A=S%F=AR%O=WANM109T10S%RD=0)|T3(R=Y%DF=N%T=22-3D%TG=40%W=100%S=A%A=S%F=AR%O=WANM109T10S%RD=0)|T4(R=Y%DF=Y%T=20-3E%TG=40%W=400%S=A%A=S%F=AR%O=WANM109T10S%RD=0)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=O%A=S+%F=AR%RD=0)|T6(R=Y%DF=Y%T=26-3F%TG=40%W=8000%S=A%A=S%F=AR%O=WANM109T10S%RD=0)|T7(R=Y%DF=N%T=25-3F%TG=40%W=FFFF%S=A%A=S%F=AR%O=WFNM109T10S%RD=0)|U1(DF=N%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class illumos | OpenIndiana || general purpose','general purpose','SEQ(SP=94-9E%GCD=1-6%ISR=A0-AA%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=ST11M2300NW1%O2=ST11M2300NW1%O3=NNT11M2300NW1%O4=ST11M2300NW1%O5=ST11M2300NW1%O6=ST11M2300)|WIN(W1=FBB4%W2=FC1E%W3=FA38%W4=FABE%W5=FABE%W6=FFF7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=FAF0%O=M2300NNSNW1%CC=Y%Q=)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=37-41%TG=40%W=FA09%S=O%A=S+%F=AS%O=ST11M2300NW1%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
