@relation os_identification

@attribute os_class string
@attribute os_name string
@attribute features string

@data
'Class Sun | embedded || remote management','remote management','SEQ(SP=BE-C8%GCD=1-6%ISR=C8-D2%TI=Z%CI=Z%II=I%TS=7)|OPS(O1=M528ST11NW0%O2=M528ST11NW0%O3=M528NNT11NW0%O4=M528ST11NW0%O5=M528ST11NW0%O6=M528ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M528NNSNW0%CC=N%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=3B-45%TG=40%W=16A0%S=O%A=S+%F=AS%O=M528ST11NW0%RD=0%Q=)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Sun | embedded || remote management','remote management','SEQ(SP=F6-10A%GCD=1-6%ISR=F2-10E%TI=Z%II=I%TS=7)|OPS(O1=M564ST11NW1%O2=M564ST11NW1%O3=M564NNT11NW1%O4=M564ST11NW1%O5=M564ST11NW1%O6=M564ST11)|WIN(W1=16A0%W2=16A0%W3=16A0%W4=16A0%W5=16A0%W6=16A0)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=16D0%O=M564NNSNW1%CC=N)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=O%A=S+%F=AR%RD=0)|T6(R=N)|T7(R=N)|U1(DF=N%T=3B-45%TG=40%IPL=164%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=N%T=3B-45%TG=40%CD=S)'
'Class Sun | embedded || remote management','remote management','SEQ(SP=13-1D%GCD=FA00|1F400|2EE00|3E800|4E200%ISR=98-A2%TI=I%TS=U)|OPS(O1=M5B4NW0%O2=M5B4NW0%O3=M5B4NW0%O4=M5B4NW0%O5=M5B4NW0%O6=M5B4)|WIN(W1=2000%W2=2000%W3=2000%W4=2000%W5=2000%W6=2000)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=2000%O=M5B4NW0%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=N%T=3B-45%TG=40%W=2000%S=O%A=O%F=A%O=%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=2000%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=O|S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=O|S%F=AR%O=%RD=0%Q=)|U1(DF=Y%T=3B-45%TG=40%IPL=38%UN=0%RIPL=G%RIPCK=Z%RUCK=0%RUD=G)|IE(DFI=Y%T=3B-45%TG=40%CD=S)'
'Class Sun | embedded || storage-misc','storage-misc','SEQ(SP=94-9E%GCD=1-6%ISR=9F-A9%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW5NNS%O2=NNT11M5B4NW5NNS%O3=NNT11M5B4NW5%O4=NNT11M5B4NW5NNS%O5=NNT11M5B4NW5NNS%O6=NNT11M5B4NNS)|WIN(W1=8026%W2=8017%W3=8005%W4=800E%W5=800E%W6=FFF7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=8024%O=M5B4NW5NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | embedded || storage-misc','storage-misc','SEQ(SP=89-A3%GCD=1-6%ISR=A0-AA%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW5NNS%O2=NNT11M5B4NW5NNS%O3=NNT11M5B4NW5%O4=NNT11M5B4NW5NNS%O5=NNT11M5B4NW5NNS%O6=NNT11M5B4NNS)|WIN(W1=8026%W2=8017%W3=8005%W4=800E%W5=800E%W6=FFF7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=8024%O=M5B4NW5NNS%CC=Y)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0)|T2(R=N)|T3(R=Y%DF=Y%T=37-41%TG=40%W=8003%S=O%A=S+%F=AS%O=NNT11M5B4NW5NNS%RD=0)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%RD=0)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%RD=0)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%RD=0)|T7(R=N)|U1(DF=N%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | embedded || storage-misc','storage-misc','SEQ(SP=6C-82%GCD=1-6%ISR=AB-B5%TI=RD%CI=RD|RI%II=RI%TS=U)|OPS(O1=M5B4NNSLLLL%O2=M5B4NNSLLLL%O3=M5B4NNSLLLL%O4=M5B4NNSLLLL%O5=M5B4NNSLLLL%O6=M5B4NNSLLLL)|WIN(W1=5B4%W2=5B4%W3=5B4%W4=5B4%W5=5B4%W6=5B4)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=5B4%O=M5B4NNSLLLL%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T3(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|U1(R=N)|IE(DFI=N%T=3B-45%TG=40%CD=Z)'
'Class Sun | embedded || storage-misc','storage-misc','SEQ(SP=C-16%GCD=1-6%ISR=2B-35%TI=I%CI=I%II=I%SS=S%TS=U)|OPS(O1=M5B4NNSLLLL%O2=M5B4NNSLLLL%O3=M5B4NNSLLLL%O4=M5B4NNSLLLL%O5=M5B4NNSLLLL%O6=M5B4NNSLLLL)|WIN(W1=5C8%W2=5C8%W3=5C8%W4=5C8%W5=5C8%W6=5C8)|ECN(R=Y%DF=N%T=3B-45%TG=40%W=5C8%O=M5B4NNSLLLL%CC=N%Q=)|T1(R=Y%DF=N%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T3(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T4(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T6(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=Y%DF=N%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|U1(R=N)|IE(DFI=N%T=3B-45%TG=40%CD=Z)'
'Class Sun | OpenSolaris || general purpose','general purpose','SEQ(SP=91-9F%GCD=1-6%ISR=A0-AA%TI=I%II=I%SS=S%TS=5)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C1E8%O=M5B4NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | OpenSolaris || general purpose','general purpose','SEQ(SP=93-9D%GCD=1-6%ISR=9F-A9%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M1B30NW0NNS%O2=NNT11M1B30NW0NNS%O3=NNT11M1B30NW0%O4=NNT11M1B30NW0NNS%O5=NNT11M1B30NW0NNS%O6=NNT11M1B30NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C1E8%O=M1B30NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | OpenSolaris || general purpose','general purpose','SEQ(SP=8C-9C%GCD=1-6%ISR=9E-A8%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M4BENW0NNS%O2=NNT11M4BENW0NNS%O3=NNT11M4BENW0%O4=NNT11M4BENW0NNS%O5=NNT11M4BENW0NNS%O6=NNT11M4BENNS)|WIN(W1=C082%W2=C082%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C26E%O=M4BENW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | OpenSolaris || general purpose','general purpose','SEQ(SP=82-9E%GCD=1-6%ISR=9F-A9%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=N)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=N)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | OpenSolaris || general purpose','general purpose','SEQ(SP=8D-9D%GCD=1-6%ISR=9F-A9%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW1NNS%O2=NNT11M5B4NW1NNS%O3=NNT11M5B4NW1%O4=NNT11M5B4NW1NNS%O5=NNT11M5B4NW1NNS%O6=NNT11M5B4NNS)|WIN(W1=FBB4%W2=FC1E%W3=FA38%W4=FABE%W5=FABE%W6=FFF7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=FAF0%O=M5B4NW1NNS%CC=Y%Q=U)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=U)|T2(R=N)|T3(R=Y%DF=Y%T=37-41%TG=40%W=FA09%S=O%A=S+%F=AS%O=NNT11M5B4NW1NNS%RD=0%Q=U)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | OpenSolaris || general purpose','general purpose','SEQ(SP=97-A1%GCD=1-6%ISR=AA-B4%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW1NNS%O2=NNT11M5B4NW1NNS%O3=NNT11M5B4NW1%O4=NNT11M5B4NW1NNS%O5=NNT11M5B4NW1NNS%O6=NNT11M5B4NNS)|WIN(W1=FBB4%W2=FC1E%W3=FA38%W4=FABE%W5=FABE%W6=FFF7)|ECN(R=Y%DF=Y%T=38-42%TG=40%W=FAF0%O=M5B4NW1NNS%CC=Y%Q=U)|T1(R=Y%DF=Y%T=38-42%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=Y%DF=Y%T=38-42%TG=40%W=FA09%S=O%A=S+%F=AS%O=NNT11M5B4NW1NNS%RD=0%Q=)|T4(R=Y%DF=Y%T=3C-46%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=N%T=3C-46%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3C-46%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=N%T=FB-105%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FB-105%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=8F-99%GCD=1-6%ISR=9F-A9%TI=I%II=I%SS=S%TS=6)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C1E8%O=M5B4NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=91-9B%GCD=1-6%ISR=A1-AB%TI=I%CI=I%II=I%SS=S%TS=8)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=37-41%TG=40%W=C1E8%O=M5B4NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=37-41%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=8E-A2%GCD=1-6%ISR=9E-A8%TI=I%TS=7)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=5B-65%TG=80%W=C1E8%O=M5B4NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=5B-65%TG=80%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=5F-69%TG=80%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=5F-69%TG=80%W=0%S=Z%A=O|S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=5F-69%TG=80%W=0%S=A|O%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=250-25A%TG=FF%IPL=70%UN=0%RIPL=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=250-25A%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=8D-D7%GCD=1-6%ISR=9F-D3%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M564NW0NNS%O2=NNT11M564NW0NNS%O3=NNT11M564NW0%O4=NNT11M564NW0NNS%O5=NNT11M564NW0NNS%O6=NNT11M564NNS)|WIN(W1=C060%W2=C060%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=C210%O=M564NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=Y%DF=Y%T=20-3E%TG=40%W=80%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T3(R=Y%DF=N%T=20-3C%TG=40%W=100%S=A%A=S+%F=AR%O=WANM109T10S%RD=0%Q=)|T4(R=Y%DF=Y%T=20-35%TG=40%W=400%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=23-3F%TG=40%W=8000%S=A%A=S%F=AR%O=WANM109T10S%RD=0%Q=)|T7(R=Y%DF=N%T=21-32%TG=40%W=FFFF%S=A%A=S+%F=AR%O=WFNM109T10S%RD=0%Q=)|U1(DF=Y%T=FB-105%TG=FF%IPL=38%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=D56A%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=90-B2%GCD=1-6%ISR=9E-C8%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M5B4NW0NNS%O2=NNT11M5B4NW0NNS%O3=NNT11M5B4NW0%O4=NNT11M5B4NW0NNS%O5=NNT11M5B4NW0NNS%O6=NNT11M5B4NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-45%TG=40%W=C1E8%O=M5B4NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-45%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=N)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=N)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=90-A4%GCD=1-6%ISR=9F-A9%TI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M2300NW0NNS%O2=NNT11M2300NW0NNS%O3=NNT11M2300NW0%O4=NNT11M2300NW0NNS%O5=NNT11M2300NW0NNS%O6=NNT11M2300NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C1E8%O=M2300NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=FC-106%GCD=1-6%ISR=104-10E%TI=I%CI=I%II=I%SS=S%TS=7)|OPS(O1=NNT11M1D8NW0NNS%O2=NNT11M1D8NW0NNS%O3=NNT11M1D8NW0%O4=NNT11M1D8NW0NNS%O5=NNT11M1D8NW0NNS%O6=NNT11M1D8NNS)|WIN(W1=C044%W2=C044%W3=C044%W4=C044%W5=C044%W6=C0B7)|ECN(R=Y%DF=Y%T=3B-3D%TG=40%W=C198%O=M1D8NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=3B-3D%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3B-45%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=FA-104%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=G%RUD=G)|IE(DFI=Y%T=FA-104%TG=FF%CD=S)'
'Class Sun | Solaris | 10 | general purpose','general purpose','SEQ(SP=95-9F%GCD=1-6%ISR=9E-A8%TI=I%TS=7)|OPS(O1=NNT11M4B0NW0NNS%O2=NNT11M4B0NW0NNS%O3=NNT11M4B0NW0%O4=NNT11M4B0NW0NNS%O5=NNT11M4B0NW0NNS%O6=NNT11M4B0NNS)|WIN(W1=C050%W2=C330%W3=C1CC%W4=C068%W5=C068%W6=C0B7)|ECN(R=Y%DF=Y%T=36-40%TG=40%W=C1E8%O=M4B0NW0NNS%CC=Y%Q=)|T1(R=Y%DF=Y%T=36-40%TG=40%S=O%A=S+%F=AS%RD=0%Q=)|T2(R=N)|T3(R=N)|T4(R=Y%DF=Y%T=3A-44%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T5(R=Y%DF=Y%T=3A-44%TG=40%W=0%S=Z%A=S+%F=AR%O=%RD=0%Q=)|T6(R=Y%DF=Y%T=3A-44%TG=40%W=0%S=A%A=Z%F=R%O=%RD=0%Q=)|T7(R=N)|U1(DF=Y%T=F9-103%TG=FF%IPL=70%UN=0%RIPL=G%RID=G%RIPCK=G%RUCK=D101%RUD=G)|IE(R=N)'
